"98593611956","13","1","Enabled"
"98593611963","0","0","Disabled"
"98593611970","63","1","Enabled"
"98593611987","22","1","Enabled"
"98593611857","8","0","Disabled"
"98593611864","13","1","Enabled"
"98593611871","5","0","Disabled"
"98593611888","2","0","Disabled"
"98593612106","0","0","Disabled"
"98593612113","1","0","Disabled"
"98593612120","0","0","Disabled"
"98593612137","0","0","Disabled"
"98593612007","0","0","Disabled"
"98593612014","3","0","Disabled"
"98593612021","1","0","Disabled"
"98593612038","1","0","Disabled"
"98593612250","0","0","Disabled"
"98593612267","3","0","Disabled"
"98593612274","0","0","Disabled"
"98593612281","0","0","Disabled"
"98593612151","0","0","Disabled"
"98593612168","0","0","Disabled"
"98593612175","1","0","Disabled"
"98593612182","0","0","Disabled"
"98593612557","0","0","Disabled"
"98593612564","0","0","Disabled"
"98593612571","0","0","Disabled"
"98593612588","0","0","Disabled"
"98593612458","0","0","Disabled"
"98593612465","0","0","Disabled"
"98593612472","0","0","Disabled"
"98593612489","0","0","Disabled"
"98593612854","0","0","Disabled"
"98593612861","0","0","Disabled"
"98593612878","0","0","Disabled"
"98593612885","0","0","Disabled"
"98593612755","0","0","Disabled"
"98593612762","1","0","Disabled"
"98593612779","0","0","Disabled"
"98593612786","0","0","Disabled"
"98593613004","0","0","Disabled"
"98593613011","0","0","Disabled"
"98593613028","0","0","Disabled"
"98593613035","0","0","Disabled"
"98593612908","0","0","Disabled"
"98593612915","0","0","Disabled"
"98593612922","0","0","Disabled"
"98593612939","0","0","Disabled"
"98593985330","1541","1","Enabled"
"98593985347","1559","1","Enabled"
"98593985361","1164","1","Enabled"
"98593985378","555","1","Enabled"
"98593996398","0","0","Disabled"
"98593996404","0","0","Disabled"
"98593996411","0","0","Disabled"
"98593996428","0","0","Disabled"
"98593005045","0","0","Disabled"
"98593005052","0","0","Disabled"
"98593005069","0","0","Disabled"
"98593005076","0","0","Disabled"
"98593996442","0","0","Disabled"
"98593996459","0","0","Disabled"
"98593996466","0","0","Disabled"
"98593996473","0","0","Disabled"
"98593005090","0","0","Disabled"
"98593005106","0","0","Disabled"
"98593005113","0","0","Disabled"
"98593005120","0","0","Disabled"
"98593049155","1","0","Disabled"
"98593049094","1","0","Disabled"
"98593049100","1","0","Disabled"
"98593049124","1","0","Disabled"
"98593754615","5","0","Disabled"
"98593654878","0","0","Disabled"
"98593048240","0","0","Disabled"
"98593048257","0","0","Disabled"
"98593048264","0","0","Disabled"
"98593048271","0","0","Disabled"
"98593048295","0","0","Disabled"
"98593048301","0","0","Disabled"
"98593048318","0","0","Disabled"
"98593048325","0","0","Disabled"
"98593048349","0","0","Disabled"
"98593048356","0","0","Disabled"
"98593048363","0","0","Disabled"
"98593048370","0","0","Disabled"
"98593037114","0","0","Disabled"
"98593608581","2","0","Disabled"
"98593608598","0","0","Disabled"
"98593608604","2","0","Disabled"
"98593608611","0","0","Disabled"
"98593608482","0","0","Disabled"
"98593608499","0","0","Disabled"
"98593608505","0","0","Disabled"
